text,font_size,x0,y0,page,is_bold,is_uppercase,text_length,label
Days,9.96,368.4700012,301.4761963,8,TRUE,FALSE,4,body
Baseline: Foundation,9.96,212.2100067,319.5961914,8,FALSE,FALSE,20,body
3,9.96,377.5899963,319.5961914,8,FALSE,FALSE,1,body
Extension: Agile Tester,9.96,212.2100067,337.5961914,8,FALSE,FALSE,23,body
2,9.96,377.5899963,337.5961914,8,FALSE,FALSE,1,body
The following figure shows the structure of the Agile Tester Extension and its relationship to the,9.96,70.94400024,367.1162109,8,FALSE,FALSE,98,body
Foundation Level.,9.96,70.94400024,378.6399231,8,FALSE,FALSE,17,body
Version 2014,9.96,76.58399963,718.687561,8,FALSE,FALSE,12,body
Page 8 of 12,9.96,270.1665649,718.687561,8,FALSE,FALSE,12,body
"May 31, 2014",9.96,471.5776978,718.687561,8,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,8,FALSE,FALSE,53,body
Qualifications Board,9.96,430.75,61.6661911,9,FALSE,FALSE,20,body
International,9.96,447.9100037,38.62621307,9,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,9,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,9,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,9,FALSE,FALSE,40,body
2.6 Keeping It Current,14.04,70.94400024,133.9537659,9,FALSE,FALSE,22,h2
The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,9.96,70.94400024,157.446228,9,FALSE,FALSE,102,body
"access to relevant and current information, the ISTQB working groups have created links on the",9.96,70.94400024,168.9699707,9,FALSE,FALSE,94,body
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",9.96,70.94400024,180.4937134,9,FALSE,FALSE,100,body
in the industry. This information is not examinable under this syllabus.,9.96,70.94400024,192.0174561,9,FALSE,FALSE,72,body
Version 2014,9.96,76.58135986,718.7022705,9,FALSE,FALSE,12,body
Page 9 of 12,9.96,270.1639404,718.7022705,9,FALSE,FALSE,12,body
"May 31, 2014",9.96,471.5750732,718.7022705,9,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,9,FALSE,FALSE,53,body
Qualifications Board,9.96,430.75,61.6661911,10,FALSE,FALSE,20,body
International,9.96,447.9100037,38.62621307,10,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,10,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,10,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,10,FALSE,FALSE,40,body
3.Overview of the Foundation Level Extension –Agile Tester,15.96,70.94400024,117.4941101,10,TRUE,FALSE,58,h1
Syllabus,15.96,106.9338074,138.3378754,10,TRUE,FALSE,8,body
3.1 Business Outcomes,14.04,70.94400024,187.9537659,10,FALSE,FALSE,21,h2
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,9.96,70.94400024,211.446228,10,FALSE,FALSE,102,body
Extension –Agile Tester certification.,9.96,70.94400024,221.4958801,10,FALSE,FALSE,38,body
An Agile Tester can…,9.96,70.93403625,244.4436951,10,FALSE,FALSE,20,body
AFM1,9.96,107.7799988,268.9561768,10,FALSE,TRUE,4,body
Collaborate in a cross-functional Agile team being familiar with principles and basic,9.96,145.3399963,268.9561768,10,FALSE,FALSE,85,body
practices of Agile software development.,9.96,145.3399963,280.4761963,10,FALSE,FALSE,40,body
AFM2,9.96,107.7799988,303.5162048,10,FALSE,TRUE,4,body
Adapt existing testing experience and knowledge to Agile values and principles.,9.96,145.3399963,303.5162048,10,FALSE,FALSE,79,body
AFM3,9.96,107.7799988,328.4761963,10,FALSE,TRUE,4,body
Support the Agile team in planning test-related activities.,9.96,145.3399963,328.4761963,10,FALSE,FALSE,59,body
AFM4,9.96,107.7799988,353.5562134,10,FALSE,TRUE,4,body
Apply relevant methods and techniques for testing in an Agile project.,9.96,145.3399963,353.5562134,10,FALSE,FALSE,70,body
AFM5,9.96,107.7799988,378.6362,10,FALSE,TRUE,4,body
Assist the Agile team in test automation activities.,9.96,145.3399963,378.6362,10,FALSE,FALSE,52,body
AFM6,9.96,107.7799988,403.7362061,10,FALSE,TRUE,4,body
"Assist business stakeholders in defining understandable and testable user stories,",9.96,145.3399963,403.7362061,10,FALSE,FALSE,82,body
"scenarios, requirements and acceptance criteria as appropriate.",9.96,145.3399963,415.1362,10,FALSE,FALSE,63,body
AFM7,9.96,107.7799988,438.1762085,10,FALSE,TRUE,4,body
Work and share information with other team members using effective communication,9.96,145.3399963,438.1762085,10,FALSE,FALSE,80,body
styles and channels.,9.96,145.3399963,449.6961975,10,FALSE,FALSE,20,body
"In general, a Certified Tester Foundation Level –Agile Tester is expected to have acquired the necessary",9.96,70.94400024,483.3821106,10,FALSE,FALSE,104,body
skills to working effectively within an Agile team and environment.,9.96,70.94396973,496.3799133,10,FALSE,FALSE,67,body
3.2 Content,14.04,70.94400024,533.0038452,10,FALSE,FALSE,11,h2
Chapter 1: Agile Software Development,9.96,70.94400024,556.5261841,10,FALSE,FALSE,37,body
,9.96,88.94171906,567.2929688,10,FALSE,FALSE,1,body
The tester should remember the basic concept of Agile software development based on the Agile,9.96,106.3418427,568.7670288,10,FALSE,FALSE,93,body
Manifesto.,9.96,106.9394455,580.1712646,10,FALSE,FALSE,10,body
,9.96,88.94172668,590.9380493,10,FALSE,FALSE,1,body
The tester should understand the advantages of the whole-team approach and the benefits of,9.96,106.3418427,592.4121094,10,FALSE,FALSE,90,body
early and frequent feedback.,9.96,106.9394455,603.8162842,10,FALSE,FALSE,28,body
,9.96,88.94172668,614.5830688,10,FALSE,FALSE,1,body
The tester should recall Agile software development approaches.,9.96,106.3418427,616.0571289,10,FALSE,FALSE,63,body
,9.96,88.94172668,626.8239136,10,FALSE,FALSE,1,body
The tester should be able to write testable user stories in collaboration with developers and,9.96,106.3418427,628.2979736,10,FALSE,FALSE,93,body
business representatives.,9.96,106.9394455,639.7022095,10,FALSE,FALSE,25,body
,9.96,88.94172668,650.4689941,10,FALSE,FALSE,1,body
The tester should understand how retrospectives can be used as a mechanism for process,9.96,106.3418427,651.9430542,10,FALSE,FALSE,86,body
improvement in Agile projects.,9.96,106.9394455,663.347229,10,FALSE,FALSE,30,body
,9.96,88.94172668,674.1140137,10,FALSE,FALSE,1,body
The tester should understand the use and purpose of continuous integration.,9.96,106.3418427,675.5880737,10,FALSE,FALSE,75,body
,9.96,88.94172668,686.3548584,10,FALSE,FALSE,1,body
"The tester should know the differences between iteration and release planning, and how a tester",9.96,106.3418427,687.8289185,10,FALSE,FALSE,95,body
adds value in each of these activities.,9.96,106.9394455,699.2330933,10,FALSE,FALSE,39,body
Version 2014,9.96,76.58135986,718.7149048,10,FALSE,FALSE,12,body
Page 10 of 12,9.96,267.644043,718.7149048,10,FALSE,FALSE,13,body
"May 31, 2014",9.96,471.5750732,718.7149048,10,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,10,FALSE,FALSE,53,body
International,9.96,447.9100037,38.62621307,11,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,11,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,11,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,11,FALSE,FALSE,40,body
Qualifications,9.96,430.75,61.6661911,11,FALSE,FALSE,14,body
Board,9.96,493.5477905,61.6661911,11,FALSE,FALSE,5,body
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",9.96,70.94400024,108.8461838,11,FALSE,FALSE,73,body
,9.96,88.94171906,119.6129532,11,FALSE,FALSE,1,body
The tester should be able to describe the differences between testing activities in Agile projects,9.96,106.3418427,121.0870285,11,FALSE,FALSE,98,body
and non-Agile projects.,9.96,106.9394455,132.6107788,11,FALSE,FALSE,23,body
,9.96,88.94172668,143.2580261,11,FALSE,FALSE,1,body
The tester should be able to describe how development and testing activities are integrated in,9.96,106.3418427,144.7321167,11,FALSE,FALSE,94,body
Agile projects.,9.96,106.9394455,156.2558594,11,FALSE,FALSE,15,body
,9.96,88.94172668,167.0226135,11,FALSE,FALSE,1,body
The tester should be able to describe the role of independent testing in Agile projects.,9.96,106.3418427,168.4967041,11,FALSE,FALSE,88,body
,9.96,88.94172668,179.1439514,11,FALSE,FALSE,1,body
The tester should be able to describe the tools and techniques used to communicate the status of,9.96,106.3418427,180.618042,11,FALSE,FALSE,96,body
"testing in an Agile project, including test progress and product quality.",9.96,106.9394455,192.1417847,11,FALSE,FALSE,73,body
,9.96,88.94172668,202.789032,11,FALSE,FALSE,1,body
The tester should be able to describe the process of evolving tests across multiple iterations and,9.96,106.3418427,204.2631226,11,FALSE,FALSE,98,body
explain why test automation is important to manage regression risk in Agile projects.,9.96,106.9394455,215.7868652,11,FALSE,FALSE,85,body
,9.96,88.94172668,226.5834656,11,FALSE,FALSE,1,body
"The tester should understand the skills (people, domain, and testing) of a tester in an Agile team.",9.96,106.3418427,228.0575562,11,FALSE,FALSE,99,body
,9.96,88.94172668,238.7048035,11,FALSE,FALSE,1,body
The tester should be able to understand the role of a tester within an Agile team.,9.96,106.3418427,240.178894,11,FALSE,FALSE,82,body
"Chapter 3: Agile Testing Methods, Techniques, and Tools",9.96,70.94400024,263.0968628,11,FALSE,FALSE,55,body
,9.96,88.94171906,273.8636169,11,FALSE,FALSE,1,body
"The tester should be able to recall the concepts of test-driven development, acceptance test-",9.96,106.3418427,275.3377075,11,FALSE,FALSE,93,body
"driven development, and behavior-driven development.",9.96,106.9394455,286.8614197,11,FALSE,FALSE,52,body
,9.96,88.94172668,297.6281738,11,FALSE,FALSE,1,body
The tester should be able to recall the concepts of the test pyramid.,9.96,106.3418427,299.1022644,11,FALSE,FALSE,69,body
,9.96,88.94172668,309.7494812,11,FALSE,FALSE,1,body
The tester should be able to summarize the testing quadrants and their relationships with testing,9.96,106.3418427,311.2235718,11,FALSE,FALSE,97,body
levels and testing types.,9.96,106.9394455,322.6277771,11,FALSE,FALSE,25,body
,9.96,88.94172668,333.3945313,11,FALSE,FALSE,1,body
"For a given Agile project, the tester should be able to work as a tester in a Scrum team.",9.96,106.3418427,334.8686218,11,FALSE,FALSE,89,body
,9.96,88.94172668,345.635376,11,FALSE,FALSE,1,body
The tester should be able to assess quality risks within an Agile project.,9.96,106.3418427,347.1094666,11,FALSE,FALSE,74,body
,9.96,88.94172668,357.7566833,11,FALSE,FALSE,1,body
The tester should be able to estimate testing effort based on iteration content and quality risks.,9.96,106.3418427,359.2307739,11,FALSE,FALSE,98,body
,9.96,88.94172668,369.9975281,11,FALSE,FALSE,1,body
The tester should be able to interpret relevant information to support testing activities.,9.96,106.3418427,371.4716187,11,FALSE,FALSE,90,body
,9.96,88.94172668,382.1188354,11,FALSE,FALSE,1,body
The tester should be able to explain to business stakeholders how to define testable acceptance,9.96,106.3418427,383.592926,11,FALSE,FALSE,95,body
criteria.,9.96,106.9394455,395.0170593,11,FALSE,FALSE,9,body
,9.96,88.94172668,405.7838135,11,FALSE,FALSE,1,body
"Given a user story, the tester should be able to write acceptance test-driven development test",9.96,106.3418427,407.2579041,11,FALSE,FALSE,94,body
cases.,9.96,106.9394455,418.7816162,11,FALSE,FALSE,6,body
,9.96,88.94172668,429.5483704,11,FALSE,FALSE,1,body
"For both functional and non-functional behavior, the tester should be able to write test cases using",9.96,106.3418427,431.0224609,11,FALSE,FALSE,100,body
black box test design techniques based on given user stories.,9.96,106.9394455,442.4266663,11,FALSE,FALSE,61,body
,9.96,88.94172668,453.1934204,11,FALSE,FALSE,1,body
The tester should be able to perform exploratory testing to support the testing of an Agile project.,9.96,106.3418427,454.667511,11,FALSE,FALSE,100,body
,9.96,88.94172668,465.3147278,11,FALSE,FALSE,1,body
The tester should be able to recall different tools available to testers according to their purpose,9.96,106.3418427,466.7888184,11,FALSE,FALSE,99,body
and to activities in Agile projects.,9.96,106.9394455,478.3125305,11,FALSE,FALSE,36,body
Version 2014,9.96,76.58135986,718.7469482,11,FALSE,FALSE,12,body
Page 11 of 12,9.96,267.644043,718.7469482,11,FALSE,FALSE,13,body
"May 31, 2014",9.96,471.5750732,718.7469482,11,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,11,FALSE,FALSE,53,body
Qualifications Board,9.96,430.75,61.6661911,12,FALSE,FALSE,20,body
International,9.96,447.9100037,38.62621307,12,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,12,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,12,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,12,FALSE,FALSE,40,body
4.References,15.96,70.94400024,122.976181,12,TRUE,FALSE,12,h1
4.1 Trademarks,14.04,70.94400024,171.3937683,12,FALSE,FALSE,14,h2
The following registered trademarks and service marks are used in this document:,9.96,70.94400024,194.8862305,12,FALSE,FALSE,80,body
ISTQB®is a registered trademark of the International Software Testing Qualifications Board,8.8,70.94400024,219.0356293,12,FALSE,FALSE,90,body
4.2 Documents and Web Sites,14.04,70.94400024,257.4637756,12,FALSE,FALSE,27,h2
Identifier,9.96,76.34400177,280.8362122,12,TRUE,FALSE,10,body
Reference,9.96,193.3399963,280.8362122,12,TRUE,FALSE,9,body
[ISTQB-Web],9.96,76.34400177,295.4761963,12,FALSE,FALSE,11,body
Web site of the International Software Testing Qualifications Board. Refer,9.96,193.3399963,295.4761963,12,FALSE,FALSE,74,body
to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),9.96,193.3399963,306.9962158,12,FALSE,FALSE,74,body
Version 2014,9.96,76.58399963,718.687561,12,FALSE,FALSE,12,body
Page 12 of 12,9.96,267.6466675,718.687561,12,FALSE,FALSE,13,body
"May 31, 2014",9.96,471.5776978,718.687561,12,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,12,FALSE,FALSE,53,body
Working Together,15.96,95.44059753,94.63546753,1,FALSE,FALSE,16,body
RFP:Request for Proposal To Present a Proposal for Developing the Business Plan for the Ontario�Digital�Library,32.04,90.02429962,156.7722931,1,FALSE,TRUE,111,title
"March 21, 2003",20.04,238.2406006,342.4638062,1,FALSE,FALSE,14,body
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that",9.96,91.66516113,694.2640991,1,FALSE,FALSE,101,body
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,9.96,91.66511536,708.1881714,1,FALSE,FALSE,94,body
learners and effective contributors towards Ontario’s prosperity.,9.96,91.66506958,722.1122437,1,FALSE,FALSE,65,body
Ontario’s Digital Library,20.04,90.04060364,88.59601593,2,FALSE,FALSE,25,h1
A Critical Component for Implementing Ontario’s Road Map to Prosperity Strategy,15.96,90.04060364,120.3160858,2,FALSE,FALSE,81,h1
Summary,12,96.04060364,195.719986,2,FALSE,FALSE,7,h2
The purpose of thisRequest for Proposal(RFP) is to invite firms and/or consultants to,11.04,96.04060364,228.5688019,2,TRUE,FALSE,85,body
present a proposal for developing the business plan for theOntario Digital Library (ODL).,11.04,96.0406189,241.1654205,2,TRUE,FALSE,89,body
The ODL will deliver high-quality library electronic content to all Ontario residents in order to,11.04,96.0406189,253.8834991,2,FALSE,FALSE,97,body
"assist people as they learn, work, and enhance their quality of life. The business plan to be",11.04,96.0406189,266.6015625,2,FALSE,FALSE,93,body
developed is to document and clearly communicate:,11.04,96.0406189,279.1982117,2,FALSE,FALSE,49,body
"how the ODL will be implemented, including the timeline",11.04,132.0420532,303.9167786,2,FALSE,FALSE,55,body
the financial plan for the implementation,11.04,132.0420532,316.5134277,2,FALSE,FALSE,41,body
"the financial plan for the first 2 operating years, including capital and operating costs,",11.04,132.0420532,329.1100769,2,FALSE,FALSE,90,body
"revenues, etc.",11.04,132.6382141,341.8281555,2,FALSE,FALSE,14,body
a financial forecast for the succeeding 2 operating years,11.04,132.0420074,354.4248047,2,FALSE,FALSE,57,body
the services and products to be delivered by the ODL,11.04,132.0420074,367.1428833,2,FALSE,FALSE,52,body
how the ODL will operate and be managed following the implementation,11.04,132.0420074,379.7395325,2,FALSE,FALSE,68,body
"who will be involved, and what their role/responsibility will be, for both the",11.04,132.0420074,392.3361816,2,FALSE,FALSE,78,body
implementation and operational stages,11.04,132.6381683,405.0542603,2,FALSE,FALSE,37,body
the marketing and communications plan for the ODL,11.04,132.0420074,417.6509094,2,FALSE,FALSE,49,body
This business plan must be completed and approved by the ODL Steering Committee no,11.04,96.04057312,442.9766235,2,FALSE,FALSE,82,body
"later than September 30, 2003",11.04,96.04061127,455.5732727,2,FALSE,FALSE,29,body
Timeline:,11.04,96.04061127,480.2918396,2,FALSE,FALSE,9,h3
Those firms/consultants intended to submit a proposal to this RFP must indicate their,11.04,96.04061127,504.888916,2,FALSE,FALSE,85,body
intention to do so in an e-mail to Michael Ridley (mridley@uoguelph.ca) byApril 11th.,10.36,96.04061127,516.3010864,2,TRUE,FALSE,85,body
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",11.04,96.04110718,542.2459106,2,FALSE,FALSE,69,body
"(lmoore@accessola.com), Executive Director, The Ontario Library Association,100 Lombard",10.77,96.04110718,554.8425293,2,FALSE,FALSE,87,body
"St., Suite 303, Toronto, ON  M5C 1M3.Proposals must be received byNoon on Monday,",10.68,96.04574585,567.5687866,2,TRUE,FALSE,81,body
"April 21, 2003.",11.04,96.03964233,580.1654053,2,TRUE,FALSE,15,body
Those proposals that are short-listed will be invited to discuss their proposal during the week,11.04,96.03964233,604.8839722,2,FALSE,FALSE,95,body
"ofApril 28, 2003. No presentation will be expected. Firms or consultants invited to an",11.04,96.03964233,617.4805908,2,TRUE,FALSE,86,body
interview will be expected to discuss the project and their approach with the selection,11.04,96.03964996,630.1987305,2,FALSE,FALSE,87,body
committee.,11.04,96.03964996,642.7953491,2,FALSE,FALSE,10,body
"Contracts with the firm/consultant will be signed the week ofMay 5, 2003with the work to",11.04,96.03965759,667.3924561,2,TRUE,FALSE,88,body
commence as soon as possible thereafter.,11.04,96.0506897,680.1105347,2,FALSE,FALSE,40,body
RFP: To Develop the Ontario Digital Library Business Plan,7.56,90.04060364,734.038208,2,TRUE,FALSE,57,body
Mar-03,7.56,296.7052612,734.038208,2,TRUE,FALSE,10,body
2,9,516.640625,730.9798584,2,FALSE,FALSE,1,body
Please note that we reserve the right not to select any of the submitted proposals and may,11.04,96.04060364,72.20881653,3,FALSE,FALSE,90,body
seek further response to these Terms of Reference.,11.04,96.04060364,84.80543518,3,FALSE,FALSE,50,body
"If you require further information or have any questions, please contact Michael Ridley by e-",11.04,96.04060364,109.5240021,3,FALSE,FALSE,93,body
mail (mridley@uoguelph.ca)onlyby3:00 p.m. on Friday April 18th. All questions and,11.04,96.04060364,122.1206207,3,TRUE,FALSE,81,body
responses will be shared with those who have indicated that they will be submitting a,11.04,96.01852417,134.8386993,3,FALSE,FALSE,85,body
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",11.04,96.01852417,147.435318,3,FALSE,FALSE,92,body
Ridley by April 11ththat they will be submitting a proposal will not receive any further,9.68,96.01852417,158.7012024,3,FALSE,FALSE,88,body
information or question responses.,11.04,96.03627777,172.766861,3,FALSE,FALSE,34,body
Background,12,96.04060364,206.1599884,3,FALSE,FALSE,10,h2
"First, some background on the ODL. For the last two years the Ontario Library Association",11.04,90.04060364,239.1287994,3,FALSE,FALSE,89,body
"has acted as a catalyst, bringing together the stakeholders needed to create the Ontario",11.04,90.04060364,251.7254181,3,FALSE,FALSE,88,body
"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university,",11.04,90.04060364,264.3220215,3,FALSE,FALSE,95,body
"college, and school libraries, as well as Ontario government ministries.",11.04,90.04060364,277.0401001,3,FALSE,FALSE,72,body
Libraries that serve very different clientele recognize that by working together they can create,11.04,90.04060364,301.637207,3,FALSE,FALSE,96,body
"seamless access to quality electronic library services. Through the ODL, students will be",11.04,90.04060364,314.3552856,3,FALSE,FALSE,89,body
"able to explore a topic at school, use the same child-safe resources after school (either at",11.04,90.04060364,326.9519348,3,FALSE,FALSE,92,body
"home or at a public library), enter college or university with a knowledge of how to use",11.04,90.04060364,339.548584,3,FALSE,FALSE,88,body
"electronic resources that are still available and then, after graduation, continue to use these",11.04,90.04060364,352.2666626,3,FALSE,FALSE,95,body
skills and resources at work or at home.,11.04,90.04060364,364.8633118,3,FALSE,FALSE,40,body
We are moving into a period of convergence. With convergence we no longer have to license,11.04,90.04060364,389.5818787,3,FALSE,FALSE,89,body
commercial products as individual libraries or institutions. We can work together to spend our,11.04,90.04060364,402.1785278,3,FALSE,FALSE,94,body
money wisely. The provincial government has made this possible by working hard to provide,11.04,90.04060364,414.775177,3,FALSE,FALSE,89,body
"all Ontarians with a stable, high-speed communications infrastructure. While there is still a",11.04,90.04060364,427.4932556,3,FALSE,FALSE,93,body
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",11.04,90.04060364,440.0899048,3,FALSE,FALSE,93,body
best to exploit communications technology. We can reduce barriers to access and create the,11.04,90.04060364,452.8079834,3,FALSE,FALSE,90,body
content infrastructure needed to support a knowledge society.,11.04,90.04060364,465.4046326,3,FALSE,FALSE,61,body
"The concept of an ODL is a key element inThe Roadmap to Prosperity, a strategic plan to",11.04,90.04060364,490.0017395,3,FALSE,FALSE,87,body
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,11.04,90.0406189,502.7198486,3,FALSE,FALSE,87,body
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,11.04,90.0406189,515.3164673,3,FALSE,FALSE,91,body
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",11.04,90.0406189,528.0345459,3,FALSE,FALSE,91,body
"that and much more. The ODL will connect students to electronic information, and will also",11.04,90.0406189,540.6311646,3,FALSE,FALSE,90,body
leverage this investment to help connect all citizens to the electronic information they need as,11.04,90.0406189,553.2277832,3,FALSE,FALSE,96,body
"they make decisions, solve problems and enhance their quality of life.",11.04,90.0406189,565.9459229,3,FALSE,FALSE,70,body
Libraries have long been a key delivery point for public services. The ODL will allow that,11.04,90.0406189,591.2716675,3,FALSE,FALSE,90,body
"delivery point to move closer to citizens, into the smallest of libraries and even into living",11.04,90.0406189,603.8682861,3,FALSE,FALSE,94,body
rooms.,11.04,90.0406189,616.5863647,3,FALSE,FALSE,6,body
"Libraries have a long tradition of using a practical, consultative approach to solving problems,",11.04,90.0406189,641.7906494,3,FALSE,FALSE,96,body
and of learning from others. The ODL is a very practical solution to various problems.,11.04,90.0406189,654.5087891,3,FALSE,FALSE,86,body
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,11.04,90.0406189,679.8345337,3,FALSE,FALSE,91,body
leading edge for Ontario but several jurisdictions have forged the path with collaborative,11.04,90.0406189,692.4311523,3,FALSE,FALSE,90,body
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",11.04,90.0406189,705.027832,3,FALSE,FALSE,94,body
RFP: To Develop the Ontario Digital Library Business Plan,7.56,90.04060364,734.038208,3,TRUE,FALSE,57,body
Mar-03,7.56,296.7052612,734.038208,3,TRUE,FALSE,10,body
3,9,516.640625,730.9798584,3,FALSE,FALSE,1,body
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,11.04,90.03279877,72.12049866,4,FALSE,FALSE,89,body
with its members to promote universal access to materials and resources in more than 250,11.04,90.03273773,84.71711731,4,FALSE,FALSE,88,body
"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does",11.04,90.03273773,97.43519592,4,FALSE,FALSE,88,body
"not include elementary or secondary schools. However, the timeline and funding we are",11.04,90.03273773,110.0318146,4,FALSE,FALSE,85,body
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,11.04,90.03273773,122.7498932,4,FALSE,FALSE,89,body
years. TAL’s implementation plan was supported by 8 million dollars in provincially shared,11.04,90.03273773,135.3465118,4,FALSE,FALSE,90,body
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",11.04,90.03273773,147.9431305,4,FALSE,FALSE,95,body
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",11.04,90.03273773,160.6612091,4,FALSE,FALSE,83,body
schools as partners; it has 250 member libraries. ODL envisions universal access for all,11.04,90.03273773,173.2578278,4,FALSE,FALSE,88,body
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can",11.04,90.03273773,185.9759064,4,FALSE,FALSE,89,body
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",11.04,90.03273773,198.572525,4,FALSE,FALSE,90,body
TAL.,11.04,90.03273773,211.1691437,4,FALSE,TRUE,4,body
The ODL will be a partnership-based organization providing seamless electronic information,11.04,90.03273773,236.4948883,4,FALSE,FALSE,90,body
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,11.04,90.03273773,249.2129669,4,FALSE,FALSE,101,body
common resources The ODL will recognize the unique responsibilities and needs of public,11.04,90.03273773,261.8095703,4,FALSE,FALSE,87,body
"libraries, school libraries, college and university libraries and special libraries. The ODL",11.04,90.03273773,274.5276489,4,FALSE,FALSE,92,body
"envisions a digital network of information resources, allowing members to collaborate when",11.04,90.03273773,287.1242981,4,FALSE,FALSE,90,body
there is mutual benefit and to support the common mandates of local libraries.,11.04,90.03273773,299.7209473,4,FALSE,FALSE,78,body
The principles which will define and guide the ODL are:,11.04,90.03273773,324.4395142,4,FALSE,FALSE,55,body
Equitable access for all Ontarians:,11.04,90.03273773,349.0366211,4,TRUE,FALSE,35,h3
"We will bring consistent, high-quality electronic resources and services to 10 million",11.04,108.0279388,373.755188,4,FALSE,FALSE,86,body
Ontario citizens,11.04,108.0279388,386.3518372,4,FALSE,FALSE,16,body
We will eliminate barriers to the access to information and create more consistent,11.04,108.0279388,410.9489441,4,FALSE,FALSE,82,body
services for library clients.,11.04,108.0279388,423.6670227,4,FALSE,FALSE,29,body
Shared decision-making and accountability:,11.04,90.03273773,448.2641296,4,TRUE,FALSE,42,body
We will facilitate consensus among members regarding ODL’s portfolio of electronic,11.04,108.0279388,472.9826965,4,FALSE,FALSE,82,body
licenses and services,11.04,108.0279388,485.5793457,4,FALSE,FALSE,21,body
We will balance the interests and realities of small and large as well as rich and poor,11.04,108.0279388,510.1764526,4,FALSE,FALSE,87,body
communities and institutions.,11.04,108.0279388,522.8945313,4,FALSE,FALSE,29,body
Shared governance structure:,11.04,90.03273773,547.4916382,4,TRUE,FALSE,28,h3
We will share decision-making in order to enable the people we serve.,11.04,108.0279388,572.2102051,4,FALSE,FALSE,69,body
We will work based on an underlying assumption of trust and synergy.,11.04,108.0279388,596.807373,4,FALSE,FALSE,68,body
Shared funding:,11.04,90.03273773,621.40448,4,TRUE,FALSE,15,h3
"We will leverage provincial, institutional, and local dollars to realize economies of scale",11.04,108.0279388,646.1230469,4,FALSE,FALSE,91,body
and put Ontario dollars to work for everyone.,11.04,108.0279388,658.7196655,4,TRUE,FALSE,45,body
We will be willing to pool talents and dollars in order to provide common services that are,11.04,108.0279541,683.4382324,4,FALSE,FALSE,91,body
truly greater than those that can be maintained by individual institutions.,11.04,108.0279541,696.0348511,4,FALSE,FALSE,75,body
RFP: To Develop the Ontario Digital Library Business Plan,7.56,90.04060364,734.038208,4,TRUE,FALSE,57,body
Mar-03,7.56,296.7052612,734.038208,4,TRUE,FALSE,10,body
4,9,516.640625,730.9798584,4,FALSE,FALSE,1,body
Local points of entry:,11.04,89.99970245,72.10939026,5,TRUE,FALSE,22,h3
"We will provide the licenses, infrastructure, services and support that enable local",11.04,114.0006638,97.43519592,5,FALSE,FALSE,84,body
"libraries to provide exceptional services to their clientele. ODL will focus on support,",11.04,114.0006638,110.0318146,5,FALSE,FALSE,88,body
